coupon_id,discount_rate
100155573,100:50
100155576,200:10
100155578,150:10
100155581,20:1
100155600,1000:100
100155601,200:30
100155613,300:30
100155619,150:30
100155622,30:1
100155628,300:10
100155629,50:20
100155638,100:5
100155648,150:5
100155654,50:1
100155677,50:1
100155679,100:5
100155685,10:5
100155701,5:1
100155709,500:20
100155711,150:20
100155712,200:20
100155723,300:50
100155727,5:1
100155732,10:5
100155734,150:5
100155752,5:1
100155775,200:20
100155776,200:30
100155782,200:30
100155806,20:10
100155809,150:20
100155814,30:20
100155815,150:5
100155824,50:5
100155868,300:10
100155882,150:20
100155883,100:50
100155891,1000:100
100155913,50:5
100155915,50:10
100155929,5:1
100155930,200:10
100155936,150:10
100155943,200:50
100155953,50:1
100155973,50:1
100155981,100:5
100155984,50:5
100155985,300:50
100155990,20:10
100155993,50:1
100155995,30:5
100156005,200:1
100156008,50:30
100156009,300:50
100156010,300:20
100156011,150:10
100156025,100:5
100156032,10:5
100156051,200:100
100156060,200:5
100156084,100:5
100156090,150:5
100156092,150:10
100156108,50:1
100156109,150:10
100156110,500:50
100156126,10:5
100156133,300:50
100156135,5:1
100156148,100:1
100156155,50:30
100156168,300:50
100156173,10:5
100156185,50:1
100156189,300:30
100156190,150:10
100156200,200:10
100156209,800:100
100156211,150:20
100156215,50:1
100156219,50:1
100156221,200:10
100156222,50:5
100156227,200:20
100156231,100:10
100156232,800:50
100156253,200:10
100156255,150:20
100156267,150:10
100156270,200:50
100156306,30:20
100156307,100:20
100156338,10:5
100156342,20:10
100156343,100:5
100156349,20:10
100156350,5:1
100156360,10:5
100156361,10:5
100156367,100:1
100156377,10:5
100156382,800:50
100156388,150:30
100156398,150:20
100156405,100:5
100156427,200:10
100156433,5:1
100156443,500:50
100156444,100:5
100156446,300:20
100156454,5:1
100156463,300:50
100156464,50:30
100156470,100:10
100156489,300:10
100156506,150:10
100156509,500:20
100156517,50:10
100156527,500:20
100156534,100:10
100156547,50:1
100156554,150:5
100156567,100:50
100156595,1000:30
100156609,30:20
100156633,300:30
100156639,200:5
100156644,200:30
100156652,300:5
100156662,50:5
100156665,300:10
100156677,500:50
100156683,100:10
100156700,300:50
100156701,200:5
100156716,150:20
100156722,50:30
100156726,100:5
100156734,5:1
100156759,50:5
100156762,10:5
100156765,30:20
100156782,150:10
100156788,100:10
100156789,50:1
100156791,500:50
100156812,10:5
100156818,30:20
100156821,50:1
100156823,20:10
100156840,200:20
100156842,100:20
100156860,30:20
100156868,30:1
100156869,800:100
100156876,30:5
100156884,10:5
100156894,100:10
100156896,30:20
100156898,300:50
100156909,10:5
100156917,150:5
100156920,200:20
100156922,20:10
100156941,1000:50
100156943,150:10
100156962,500:50
100156965,100:10
100156970,10:5
100156981,50:5
100156989,150:5
100156995,200:10
100156998,150:10
100157013,100:10
100157016,150:20
100157034,100:5
100157049,30:20
100157075,50:5
100157086,20:10
100157091,50:5
100157094,200:10
100157107,20:10
100157113,50:10
100157122,50:10
100157131,20:10
100157148,300:10
100157152,150:10
100157155,50:5
100157161,50:5
100157170,30:1
100157177,200:10
100157180,200:20
100157181,20:10
100157185,150:10
100157210,300:10
100157214,50:5
100157238,50:5
100157242,150:10
100157244,100:10
100157257,10:5
100157274,50:5
100157278,50:5
100157293,200:20
100157308,30:20
100157338,20:10
100157350,800:100
100157352,300:20
100157353,300:50
100157355,10:5
100157376,1000:100
100157394,20:10
100157398,50:5
100157403,150:10
100157414,150:10
100157415,300:30
100157422,100:10
100157423,100:50
100157434,800:100
100157439,150:10
100157441,10:5
100157454,100:5
100157455,100:50
100157458,500:50
100157461,300:30
100157466,50:5
100157468,200:20
100157471,500:20
100157474,10:5
100157476,150:10
100157490,50:5
100157507,500:50
100157511,10:5
100157512,500:10
100157530,5:1
100157546,150:20
100157564,150:10
100157570,30:5
100157578,150:10
100157579,10:5
100157589,500:50
100157590,300:10
100157636,50:5
100157644,50:1
100157645,30:5
100157651,30:1
100157652,300:50
100157662,50:5
100157663,300:20
100157666,10:5
100157676,500:20
100157677,10:5
100157685,50:1
100157688,20:10
100157704,300:20
100157714,10:5
100157733,100:50
100157741,300:30
100157749,200:10
100157753,150:10
100157769,100:10
100157770,20:10
100157771,10:5
100157774,50:1
100157780,50:1
100157786,200:20
100157797,200:10
100157799,150:5
100157801,20:10
100157802,5:1
100157806,5:1
100157809,300:10
100157815,500:50
100157819,500:20
100157824,1000:100
100157825,100:50
100157828,50:1
100157850,150:20
100157851,5:1
100157854,10:5
100157858,10:5
100157860,300:20
100157870,800:50
100157880,300:10
100157883,200:20
100157884,1000:50
100157894,150:10
100157906,150:1
100157907,5:1
100157914,300:30
100157915,50:10
100157916,20:10
100157932,100:10
100157933,30:20
100157943,30:20
100157957,300:50
100157963,10:5
100157977,50:5
100157982,10:5
100157987,20:5
100158002,800:50
100158003,50:1
100158006,200:20
100158012,30:20
100158017,150:10
100158035,100:10
100158045,1000:30
100158046,20:10
100158066,50:5
100158068,20:10
100158069,1000:100
100158070,150:20
100158073,200:100
100158086,20:10
100158089,50:5
100158092,50:5
100158096,10:1
100158120,5:1
100158134,100:50
100158147,150:10
100158151,200:30
100158161,200:10
100158168,100:10
100158178,100:5
100158188,150:5
100158208,30:5
100158214,200:10
100158221,1000:100
100158230,10:5
100158232,200:20
100158235,300:20
100158236,200:30
100158237,100:5
100158250,100:10
100158254,200:10
100158260,100:10
100158268,50:1
100158272,50:5
100158280,300:10
100158282,1000:20
100158294,50:5
100158300,800:10
100158316,150:5
100158321,150:5
100158324,300:20
100158328,150:10
100158333,100:10
100158335,150:5
100158340,100:1
100158341,10:5
100158342,50:5
100158348,20:5
100158352,150:10
100158365,50:5
100158367,300:10
100158370,500:100
100158380,500:20
100158396,30:20
100158401,50:5
100158402,200:10
100158403,150:10
100158407,20:1
100158413,100:5
100158415,300:10
100158426,20:10
100158429,150:10
100158464,10:5
100158465,100:10
100158471,5:1
100158486,30:20
100158494,150:20
100158496,50:1
100158505,30:20
100158509,50:1
100158524,100:10
100158525,500:20
100158526,1000:100
100158528,200:20
100158529,30:1
100158532,5:1
100158533,150:5
100158545,10:5
100158552,200:20
100158566,50:5
100158595,30:20
100158605,1000:100
100158631,150:50
100158642,30:20
100158654,50:1
100158655,300:50
100158656,800:50
100158661,50:30
100158669,50:1
100158684,800:10
100158705,5:1
100158721,20:1
100158722,100:5
100158726,150:10
100158733,5:1
100158747,150:10
100158752,500:100
100158753,5:1
100158763,50:5
100158769,300:20
100158789,150:5
100158790,200:20
100158808,500:100
100158809,150:10
100158816,300:5
100158820,200:10
100158833,50:5
100158857,10:5
100158861,100:1
100158872,20:10
100158898,10:5
100158905,50:5
100158909,200:10
100158912,20:5
100158914,20:10
100158917,1000:100
100158925,100:5
100158935,150:50
100158951,150:10
100158960,20:10
100158974,50:1
100158988,50:1
100158999,100:1
100159010,100:50
100159018,5:1
100159024,200:50
100159037,150:20
100159045,10:5
100159052,150:10
100159055,5:1
100159058,150:20
100159059,150:20
100159066,50:5
100159067,100:10
100159071,200:50
100159077,300:20
100159094,300:50
100159097,200:100
100159116,300:20
100159117,50:5
100159119,30:1
100159133,20:1
100159144,300:10
100159161,50:10
100159169,200:20
100159170,10:5
100159171,100:5
100159173,150:5
100159176,150:10
100159177,500:10
100159178,500:100
100159179,200:20
100159199,500:30
100159209,1000:30
100159218,50:5
100159244,10:5
100159257,300:10
100159271,800:50
100159278,100:10
100159290,10:5
100159292,30:1
100159296,100:10
100159300,20:1
100159306,30:1
100159319,200:20
100159338,100:10
100159340,150:10
100159341,300:50
100159349,150:5
100159350,50:1
100159354,50:5
100159362,150:10
100159365,10:5
100159369,10:5
100159375,50:30
100159382,1000:100
100159383,50:5
100159385,500:20
100159387,300:5
100159389,150:5
100159402,300:100
100159416,20:10
100159422,200:10
100159424,50:10
100159426,150:10
100159427,5:1
100159451,100:10
100159509,30:1
100159527,500:100
100159537,50:5
100159538,50:5
100159555,5:1
100159567,150:10
100159571,50:5
100159600,20:10
100159603,150:10
100159611,30:10
100159612,50:5
100159619,5:1
100159620,150:10
100159624,300:100
100159626,150:10
100159628,150:20
100159629,500:50
100159634,50:1
100159646,50:10
100159652,200:50
100159664,300:20
100159674,150:20
100159680,20:10
100159684,50:1
100159706,50:30
100159711,150:10
100159718,150:30
100159734,300:50
100159737,150:50
100159738,300:20
100159744,200:10
100159763,50:5
100159771,300:50
100159775,200:20
100159801,30:10
100159808,50:10
100159813,300:30
100159814,200:50
100159830,50:10
100159836,500:100
100159839,150:100
100159840,300:30
100159841,150:10
100159842,50:5
100159861,50:10
100159864,100:5
100159882,150:10
100159889,300:30
100159912,20:1
100159916,10:5
100159918,500:100
100159938,50:30
100159942,300:30
100159945,300:5
100159951,30:20
100159959,100:50
100159962,30:20
100159973,10:5
100159979,50:5
100159985,150:10
100159993,300:30
10016,0.95
100160000,1000:100
100160021,150:5
100160037,50:30
100160043,800:50
100160056,50:1
100160060,200:10
100160061,150:10
100160067,30:20
100160075,200:30
100160095,150:10
100160105,10:5
100160160,1000:100
100160167,150:10
100160168,150:10
100160172,150:10
100160175,200:1
100160179,5:1
100160188,150:10
100160198,30:20
100160199,20:10
100160211,100:5
100160219,300:30
100160230,1000:100
100160245,300:30
100160277,500:20
100160288,1000:50
100160289,300:10
100160305,20:10
100160318,500:50
100160332,30:1
100160345,30:20
100160356,300:100
100160368,500:50
100160382,30:10
100160386,100:5
100160395,200:20
100160410,300:50
100160411,30:5
100160412,150:1
100160424,500:50
100160440,500:50
100160452,200:10
100160461,300:50
100160469,1000:100
100160484,150:10
100160493,300:20
100160495,5:1
100160512,150:10
100160521,300:20
100160532,500:30
100160533,200:20
100160540,500:20
100160555,1000:100
100160570,150:5
100160599,10:5
100160601,30:20
100160604,200:10
100160610,5:1
100160619,200:10
100160620,20:10
100160631,500:20
100160685,30:20
100160699,300:20
100160703,50:5
100160704,30:20
100160720,20:10
100160722,50:5
100160723,50:5
100160732,20:10
100160735,100:5
100160737,50:10
100160746,150:5
100160751,50:1
100160754,200:10
100160777,100:5
100160805,100:10
100160807,150:5
100160822,5:1
100160823,50:1
100160837,500:20
100160844,5:1
100160845,300:20
100160855,100:10
100160858,500:20
100160873,300:30
100160899,150:10
100160906,1000:100
100160908,50:10
100160909,50:1
100160928,1000:50
100160935,30:5
100160947,100:10
100160960,20:10
100160961,150:5
100160966,100:5
100160968,100:10
100160982,800:30
100160993,200:50
100160998,300:5
100161004,150:10
100161009,100:10
100161015,100:10
100161016,30:20
100161031,20:10
100161032,200:10
100161034,50:1
100161041,50:1
100161046,300:10
100161049,1000:100
100161059,150:10
100161062,50:5
100161065,200:20
100161066,500:20
100161085,30:20
100161095,1000:100
100161114,500:100
100161140,1000:50
100161142,100:10
100161156,150:10
100161160,1000:20
100161168,200:100
100161174,5:1
100161189,150:1
100161200,10:5
100161213,500:10
100161229,300:20
100161248,1000:30
100161255,10:1
100161259,30:20
100161260,500:100
100161264,50:1
100161267,50:1
100161283,200:50
100161290,30:1
100161292,50:5
100161301,150:5
100161302,150:10
100161305,100:1
100161325,10:5
100161333,20:10
100161335,50:5
100161352,50:5
100161373,1000:300
100161383,150:100
100161394,5:1
100161399,300:50
100161403,300:50
100161405,300:30
100161406,50:1
100161408,200:5
100161410,10:1
100161424,50:1
100161428,500:50
100161448,800:100
100161461,50:1
100161474,10:5
100161488,20:1
100161512,150:100
100161531,150:10
100161551,10:5
100161554,500:50
100161557,50:1
100161561,30:5
100161562,10:5
100161564,500:100
100161572,800:100
100161573,150:10
100161585,150:20
100161630,20:10
100161633,150:10
100161650,50:5
100161652,200:30
100161653,200:20
100161673,100:5
100161677,5:1
100161683,200:20
100161695,200:20
100161700,50:5
100161701,30:20
100161702,150:5
100161708,10:5
100161711,300:30
100161712,100:10
100161719,100:5
100161749,100:5
100161753,500:30
100161754,150:10
100161759,200:20
100161763,30:5
100161791,5:1
100161817,5:1
100161823,10:5
100161837,500:30
100161849,50:5
100161856,50:1
100161861,5:1
100161867,10:5
100161875,300:10
100161881,200:100
100161891,10:5
100161893,500:50
100161896,50:10
100161911,50:30
100161918,5:1
100161936,100:20
100161943,100:5
100161950,10:5
100161954,200:30
100161962,10:5
100161966,150:20
100161971,1000:100
100161988,100:1
100161989,300:10
100162005,10:5
100162006,50:5
100162011,50:1
100162017,200:20
100162031,300:20
100162038,5:1
100162047,150:10
100162050,20:10
100162053,100:10
100162059,1000:100
100162061,1000:100
100162063,20:10
100162071,50:5
100162084,30:20
100162102,1000:50
100162103,300:20
100162105,50:10
100162118,100:5
100162119,50:1
100162128,800:30
100162130,800:100
100162138,200:10
100162146,300:50
100162148,30:1
100162149,500:50
100162155,150:10
100162156,150:10
100162182,500:50
100162185,30:20
100162195,5:1
100162209,30:1
100162212,50:20
100162231,500:50
100162236,5:1
100162238,500:50
100162242,1000:20
100162246,150:5
100162259,500:100
100162263,30:1
100162270,200:50
100162271,500:50
100162286,150:20
100162288,150:10
100162305,150:20
100162312,30:20
100162317,150:10
100162319,50:10
100162321,30:20
100162341,50:5
100162348,10:5
100162360,50:5
100162366,50:10
100162370,150:10
100162380,50:1
100162381,500:100
100162397,1000:20
100162414,5:1
100162428,5:1
100162436,50:30
100162437,150:10
100162458,500:50
100162459,150:10
100162463,30:20
100162468,200:50
100162470,30:20
100162477,50:1
100162487,150:20
100162493,50:5
100162518,150:20
100162522,150:10
100162553,200:5
100162556,200:20
100162560,1000:100
100162577,200:20
100162584,500:20
100162601,50:5
100162615,50:10
100162632,20:10
100162644,10:5
100162651,100:1
100162660,800:50
100162662,10:5
100162681,50:5
100162683,20:10
100162687,200:20
100162689,100:10
100162700,200:30
100162701,50:5
100162705,200:20
100162718,100:5
100162721,150:10
100162728,5:1
100162750,50:5
100162753,150:10
100162754,50:10
100162757,20:10
100162767,30:1
100162768,300:30
100162778,300:20
100162785,150:5
100162804,30:10
100162807,10:5
100162813,200:10
100162815,10:5
100162816,100:10
100162850,300:10
100162854,150:1
100162875,30:1
100162892,30:1
100162912,100:5
100162913,200:1
100162914,100:20
100162915,1000:100
100162917,1000:300
100162923,20:10
100162924,200:10
100162938,50:30
100162940,100:5
100162948,50:20
100162952,50:10
100162953,30:20
100162961,30:20
100162969,50:1
100162970,200:10
100162975,50:10
100162981,200:10
100162984,50:20
100162995,50:5
100162999,30:1
100163000,10:5
100163015,300:20
100163019,50:1
100163026,150:10
100163045,50:5
100163047,200:10
100163067,10:5
100163077,50:5
100163081,100:20
100163094,200:20
100163100,10:5
100163118,50:10
100163130,30:20
100163146,100:5
100163148,100:10
100163154,20:10
100163155,200:20
100163158,150:10
100163162,200:10
100163166,20:10
100163177,200:20
100163178,150:5
100163179,20:10
100163181,150:5
100163185,20:10
100163187,50:1
100163191,300:30
100163201,200:10
100163227,500:10
100163234,50:30
100163242,200:20
100163246,100:10
100163247,150:100
100163261,20:10
100163268,300:10
100163272,50:5
100163276,50:30
100163291,30:20
100163292,50:5
100163300,10:5
100163301,20:10
100163302,50:5
100163312,200:10
100163326,200:20
100163331,150:10
100163356,10:5
100163389,800:20
100163392,150:5
100163409,30:20
100163410,30:20
100163417,30:10
100163419,300:20
100163420,150:10
100163427,300:100
100163441,200:10
100163459,50:30
100163461,1000:50
100163482,50:1
100163487,5:1
100163488,500:50
100163489,20:10
100163493,50:1
100163517,5:1
100163526,150:10
100163545,150:10
100163556,150:20
100163557,200:10
100163568,200:20
100163599,150:10
100163600,20:10
100163605,200:20
100163622,50:5
100163632,20:10
100163642,50:1
100163650,50:5
100163671,30:5
100163691,50:1
100163698,200:20
100163719,100:5
100163721,5:1
100163723,200:20
100163740,200:30
100163742,200:10
100163746,10:5
100163778,50:1
100163807,200:20
100163813,50:5
100163821,5:1
100163827,5:1
100163845,20:10
100163847,50:5
100163848,50:10
100163853,1000:300
100163868,100:5
100163877,5:1
100163888,150:5
100163890,50:5
100163902,200:20
100163918,500:50
100163920,800:100
100163931,300:30
100163949,300:50
100163952,200:50
100163955,100:10
100163956,50:1
100163974,100:5
100163978,500:20
100163995,150:10
100164001,300:20
100164014,800:100
100164024,150:20
100164033,300:30
100164039,150:10
100164045,30:1
100164047,10:5
100164073,10:5
100164075,50:10
100164076,5:1
100164089,10:5
100164101,500:100
100164102,50:30
100164109,1000:500
100164112,300:30
100164120,300:20
100164130,150:5
100164141,30:20
100164142,50:5
100164148,200:20
100164154,200:10
100164163,300:50
100164165,50:5
100164173,500:100
100164182,100:10
100164198,10:5
100164211,100:50
100164223,50:30
100164237,100:10
100164239,50:1
100164242,50:30
100164247,150:10
100164250,100:10
100164256,5:1
100164281,30:20
100164283,300:10
100164286,30:20
100164288,100:50
100164290,50:5
100164297,5:1
100164300,50:1
100164303,20:10
100164308,150:20
100164315,200:10
100164324,200:50
100164327,5:1
100164332,500:10
100164353,100:5
100164365,1000:100
100164377,10:5
100164378,100:10
100164379,300:20
100164385,200:50
100164397,5:1
100164399,30:1
100164404,150:5
100164414,200:20
100164427,200:50
100164428,20:10
100164439,150:5
100164464,30:1
100164468,20:10
100164469,30:1
100164474,50:5
100164478,50:1
100164479,300:10
100164485,5:1
100164534,50:10
100164545,30:5
100164549,50:5
100164553,500:20
100164559,10:5
100164561,50:10
100164586,30:20
100164594,500:50
100164603,100:50
100164605,50:10
100164607,100:1
100164616,200:20
100164621,150:20
100164636,1000:100
100164661,5:1
100164673,200:10
100164675,300:30
100164697,500:30
100164709,50:5
100164731,800:100
100164737,1000:100
100164739,300:30
100164741,100:10
100164742,20:10
100164743,20:10
100164751,10:5
100164754,20:10
100164762,300:20
100164763,50:5
100164773,200:20
100164801,50:1
100164803,200:10
100164808,100:20
100164817,200:5
100164828,500:50
100164830,30:20
100164846,30:20
100164854,200:20
100164858,30:20
100164877,5:1
100164888,10:5
100164889,10:5
100164904,100:5
100164918,500:10
100164920,150:1
100164938,500:50
100164941,100:50
100164948,300:30
100164950,100:30
100164956,50:30
100164965,30:20
100164969,5:1
100164974,30:20
100164981,30:10
100164982,150:5
100164988,200:10
100164991,300:20
100164999,300:50
100165000,50:1
100165021,10:1
100165035,50:5
100165036,200:10
100165037,150:10
100165047,150:10
100165051,1000:100
100165058,500:30
100165061,300:50
100165068,50:5
100165072,50:1
100165081,1000:100
100165083,200:50
100165097,20:10
100165106,50:1
100165123,150:5
100165132,5:1
100165147,100:5
100165151,1000:50
100165168,300:50
100165174,150:20
100165179,300:20
100165181,200:10
100165184,300:50
100165191,200:10
100165193,150:5
100165199,150:10
100165211,5:1
100165215,200:10
100165224,5:1
100165230,50:5
100165263,100:10
100165278,200:30
100165300,50:5
100165326,100:5
100165343,100:1
100165358,50:1
100165365,200:30
100165385,500:20
100165387,800:100
100165391,10:5
100165400,1000:300
100165402,100:10
100165411,20:5
100165415,150:10
100165436,20:10
100165437,500:50
100165441,300:20
100165446,150:50
100165465,50:5
100165468,50:5
100165485,50:10
100165503,20:10
100165505,150:20
100165507,100:5
100165513,200:20
100165517,20:10
100165521,10:5
100165528,150:5
100165534,100:30
100165536,50:1
100165538,150:10
100165543,5:1
100165544,50:30
100165550,150:20
100165554,150:10
100165558,1000:100
100165562,300:50
100165568,500:100
100165569,500:20
100165575,20:10
100165576,20:10
100165601,10:1
100165605,100:20
100165622,100:10
100165641,5:1
100165643,200:20
100165651,300:20
100165681,200:20
100165685,50:30
100165686,150:20
100165692,300:50
100165700,5:1
100165709,20:1
100165718,50:5
100165747,150:5
100165753,100:10
100165754,10:5
100165759,1000:100
100165777,5:1
100165787,50:10
100165804,100:10
100165810,1000:300
100165813,50:1
100165865,200:20
100165874,100:5
100165881,10:1
100165889,20:1
100165894,150:1
100165901,5:1
100165915,300:30
100165919,100:5
100165922,150:20
100165925,300:50
100165928,100:10
100165934,300:5
100165938,10:5
100165948,10:5
100165958,300:50
100165962,800:50
100165987,1000:100
100165993,200:20
100165995,50:1
100166012,200:30
100166021,100:1
100166072,200:20
100166078,50:1
100166080,150:10
100166085,300:30
100166106,20:1
100166109,300:50
100166125,50:5
100166155,20:10
100166162,200:20
100166164,150:100
100166178,5:1
100166195,200:10
100166201,50:5
100166202,10:5
100166209,300:20
100166222,300:10
100166226,150:20
100166242,500:30
100166259,500:20
100166262,300:20
100166264,200:10
100166278,50:5
100166293,50:5
100166295,500:30
100166297,10:5
100166299,100:10
100166313,1000:50
100166314,50:1
100166331,20:10
100166378,50:10
100166411,50:5
100166413,10:5
100166418,200:20
100166424,30:20
100166428,300:10
100166429,200:30
100166432,500:30
100166439,500:50
100166466,5:1
100166474,5:1
100166489,20:10
100166500,200:20
100166506,100:5
100166515,10:5
100166521,5:1
100166527,150:5
100166540,50:5
100166552,50:5
100166554,30:20
100166558,300:20
100166562,50:5
100166566,300:30
100166573,1000:100
100166581,50:30
100166598,100:10
100166601,300:20
100166603,5:1
100166606,300:20
100166607,300:10
100166618,50:1
100166638,50:10
100166639,50:1
100166645,100:50
100166659,1000:30
100166663,100:20
100166664,20:10
100166667,30:20
100166672,1000:100
100166675,100:20
100166688,20:10
100166695,100:1
100166700,50:20
100166701,150:20
100166708,50:10
100166712,150:10
100166716,20:10
100166719,300:30
100166728,150:10
100166729,300:50
100166731,10:5
100166733,150:5
100166744,50:5
100166762,500:5
100166770,150:5
100166774,150:10
100166785,150:10
100166794,500:50
100166805,50:1
100166819,30:10
100166828,50:1
100166834,20:10
100166835,10:5
100166837,50:30
100166847,200:10
100166856,200:20
100166863,100:50
100166901,200:30
100166912,50:1
100166933,100:10
100166934,300:50
100166937,200:20
100166947,150:20
100166951,300:20
100166955,500:100
100166957,100:5
100166958,200:30
100166975,30:1
100166985,50:1
100166986,100:5
100166987,100:30
100166989,150:10
100167011,100:5
100167020,10:5
100167024,200:20
100167030,200:20
100167039,5:1
100167044,20:10
100167046,20:10
100167048,100:10
100167050,300:50
100167060,150:10
100167063,300:20
100167072,30:20
100167081,500:100
100167086,50:5
100167091,100:1
100167101,100:5
100167103,300:20
100167104,100:50
100167112,150:20
100167121,30:20
100167126,100:5
100167127,50:5
100167136,100:5
100167144,150:5
100167150,150:5
100167162,300:50
100167166,200:20
100167174,100:50
100167184,20:10
100167186,200:10
100167193,300:10
100167195,150:10
100167202,200:5
100167211,5:1
100167215,20:10
100167222,300:50
100167249,20:10
100167250,500:30
100167252,1000:500
100167254,150:20
100167268,500:50
100167274,100:50
100167275,200:20
100167281,500:50
100167299,150:20
100167318,100:10
100167349,30:1
100167352,100:5
100167361,50:1
100167367,50:1
100167368,200:5
100167385,5:1
100167390,150:5
100167392,50:5
100167393,30:20
100167397,150:10
100167429,30:1
100167431,300:30
100167432,20:10
100167437,10:1
100167458,50:10
100167462,10:5
100167466,300:10
100167477,50:5
100167487,300:20
100167489,100:10
100167499,200:50
100167511,150:5
100167520,5:1
100167540,20:10
100167545,5:1
100167555,1000:50
100167566,50:5
100167572,300:50
100167579,200:10
100167581,200:10
100167594,300:30
100167605,20:10
100167637,200:20
100167647,100:10
100167648,50:5
100167653,100:10
100167659,150:20
100167665,150:10
100167666,50:5
100167687,300:50
100167691,10:5
100167697,150:10
100167700,500:50
100167704,30:20
100167705,300:10
100167749,20:10
100167763,150:10
100167767,30:10
100167800,30:20
100167803,50:5
100167814,200:20
100167821,200:20
100167825,200:20
100167826,1000:50
100167834,200:50
100167849,300:20
100167866,100:20
100167870,100:10
100167876,150:20
100167877,200:10
100167887,50:1
100167896,200:30
100167900,150:50
100167905,5:1
100167917,100:5
100167918,100:10
100167935,10:5
100167941,50:5
100167948,5:1
100167950,20:10
100167952,10:5
100167957,20:10
100167960,5:1
100167964,100:10
100167973,300:20
100167980,200:30
100167982,800:100
100167991,150:20
100168006,50:10
100168012,500:20
100168013,100:10
100168016,200:10
100168020,50:10
100168023,1000:500
100168027,50:5
100168031,500:50
100168034,100:20
100168038,100:10
100168050,150:100
100168055,200:20
100168060,300:30
100168063,500:30
100168078,50:5
100168079,100:50
100168087,200:5
100168091,150:20
100168093,30:10
100168095,150:10
100168100,200:5
100168102,50:5
100168107,30:20
100168108,5:1
100168109,50:30
100168111,30:1
100168116,1000:50
100168129,300:30
100168141,100:10
100168142,150:10
100168143,100:20
100168145,200:100
100168151,10:5
100168154,800:50
100168203,30:5
100168206,200:20
100168213,50:1
100168219,50:1
100168224,10:5
100168248,10:5
100168249,150:10
100168257,5:1
100168260,150:30
100168261,500:50
100168280,100:5
100168283,500:100
100168287,5:1
100168288,10:5
100168292,150:10
100168295,1000:100
100168300,200:10
100168301,20:10
100168306,300:50
100168307,1000:100
100168310,50:1
100168323,50:10
100168326,30:20
100168331,50:1
100168332,300:50
100168337,150:10
100168349,150:5
100168353,5:1
100168366,150:20
100168368,50:1
100168380,20:10
100168398,150:10
100168400,5:1
100168425,200:20
100168429,30:5
100168437,100:10
100168439,50:5
100168448,30:20
100168457,200:10
100168466,50:5
100168468,5:1
100168470,50:5
100168475,30:10
100168480,50:1
100168482,10:5
100168495,200:50
100168498,30:20
100168512,100:1
100168518,50:5
100168557,20:10
100168562,50:1
100168574,5:1
100168575,5:1
100168589,150:20
100168594,20:10
100168595,10:5
100168608,10:5
100168640,1000:50
100168650,50:5
100168665,20:10
100168685,20:10
100168692,150:20
100168704,1000:20
100168711,5:1
100168735,150:20
100168736,30:20
100168737,30:1
100168754,50:5
100168759,50:5
100168770,300:5
100168780,30:20
100168786,50:5
100168789,300:20
100168803,5:1
100168811,50:1
100168816,5:1
100168820,150:20
100168823,30:1
100168834,200:50
100168835,20:10
100168844,100:5
100168858,150:10
100168868,150:10
100168874,100:5
100168883,200:5
100168887,100:5
100168891,800:100
100168892,200:10
100168916,20:10
100168929,200:10
100168934,30:20
100168942,50:30
100168943,50:10
100168949,50:5
100168954,200:5
100168966,200:20
100168971,50:20
100168982,50:1
100168990,50:5
100168996,100:50
100169000,500:50
100169003,500:100
100169010,20:10
100169017,150:10
100169036,150:20
100169039,300:10
100169044,100:1
100169054,150:20
100169076,200:50
100169083,150:10
100169102,150:10
100169113,200:20
100169114,50:5
100169115,10:5
100169122,50:5
100169129,50:1
100169133,50:5
100169135,10:5
100169138,150:100
100169139,100:1
100169140,300:20
100169151,100:10
100169154,150:10
100169168,50:5
100169179,150:10
100169181,300:50
100169197,300:20
100169206,100:30
100169209,10:5
100169238,5:1
100169258,5:1
100169260,200:10
100169261,150:5
100169267,1000:100
100169285,50:1
100169286,100:10
100169295,200:20
100169303,300:10
100169317,300:10
100169320,200:20
100169347,30:1
100169352,200:5
100169366,20:10
100169380,1000:50
100169389,10:5
100169405,200:20
100169407,300:10
100169416,1000:100
100169429,50:1
100169433,1000:100
100169441,30:20
100169449,100:5
100169453,150:10
100169456,20:10
100169460,500:100
100169461,50:10
100169463,30:20
100169464,150:10
100169465,200:5
100169469,50:1
100169475,50:5
100169483,30:5
100169486,50:30
100169488,20:10
100169498,300:20
100169505,300:50
100169506,20:10
100169508,200:20
100169522,30:20
100169531,30:20
100169558,200:1
100169574,50:10
100169577,100:10
100169589,150:10
100169592,20:10
100169597,150:10
100169607,500:50
100169619,1000:50
100169624,100:10
100169626,500:100
100169631,10:5
100169648,5:1
100169654,200:5
100169655,50:5
100169657,20:10
100169661,50:1
100169666,200:100
100169668,100:5
100169676,10:1
100169678,50:5
100169685,20:10
100169687,150:10
100169698,100:10
100169705,50:5
100169727,150:10
100169731,10:5
100169743,300:10
100169750,200:20
100169752,50:1
100169771,150:10
100169776,50:5
100169780,5:1
100169791,10:1
100169795,10:5
100169799,150:10
100169809,200:50
100169839,150:20
100169848,100:5
100169852,50:5
100169863,50:30
100169869,100:5
100169870,500:100
100169895,150:10
100169897,500:20
100169902,50:10
100169912,150:20
100169913,300:30
100169915,30:20
100169936,300:50
100169943,100:10
100169949,150:10
100169974,10:5
100169996,5:1
10017,200:20
100170002,200:10
100170003,500:20
100170008,300:20
